Momentum_MeV/c	Charge_pC	ChargeDen_pC/MeV/c	acepAngle_mrad	NrmMmt_MeV/c/T	gap Mmt_MeV/c
5.03555776e+01	1.80898421e-02	9.21213128e-02	8.21733568e+00	2.51150013e+02	0.00000000e+00
5.05519473e+01	1.78615681e-02	9.09588429e-02	8.21851777e+00	2.52129413e+02	0.00000000e+00
5.07483171e+01	1.71033610e-02	8.70977242e-02	8.21996093e+00	2.53108814e+02	0.00000000e+00
5.09446869e+01	1.77232504e-02	9.02544695e-02	8.22111429e+00	2.54088214e+02	0.00000000e+00
5.11410567e+01	2.02064436e-02	1.02899965e-01	8.22227652e+00	2.55067614e+02	0.00000000e+00
5.13374265e+01	2.23328124e-02	1.13728356e-01	8.22345329e+00	2.56047015e+02	0.00000000e+00
5.15337963e+01	2.07291694e-02	1.05561911e-01	8.22490708e+00	2.57026415e+02	0.00000000e+00
5.17301660e+01	1.85962343e-02	9.47000817e-02	8.22607023e+00	2.58005816e+02	0.00000000e+00
5.19265358e+01	2.13307436e-02	1.08625388e-01	8.22723534e+00	2.58985216e+02	0.00000000e+00
5.21229056e+01	2.16918874e-02	1.10464488e-01	8.22840119e+00	2.59964616e+02	0.00000000e+00
5.23192754e+01	2.28007843e-02	1.16111471e-01	8.22956731e+00	2.60944017e+02	0.00000000e+00
5.25156452e+01	2.47465817e-02	1.26020315e-01	8.23073357e+00	2.61923417e+02	0.00000000e+00
5.27120149e+01	2.13268185e-02	1.08605399e-01	8.23191007e+00	2.62902818e+02	0.00000000e+00
5.29083847e+01	2.31254987e-02	1.17765058e-01	8.23279763e+00	2.63882218e+02	0.00000000e+00
5.31047545e+01	2.19776490e-02	1.11919710e-01	8.23393297e+00	2.64861618e+02	0.00000000e+00
5.33011243e+01	2.21608119e-02	1.12852455e-01	8.23510381e+00	2.65841019e+02	0.00000000e+00
5.34974941e+01	2.56253355e-02	1.30495310e-01	8.23629260e+00	2.66820419e+02	0.00000000e+00
5.36938638e+01	2.57625098e-02	1.31193861e-01	8.23719354e+00	2.67799820e+02	0.00000000e+00
5.38902336e+01	2.29456693e-02	1.16849289e-01	8.23832330e+00	2.68779220e+02	0.00000000e+00
5.40866034e+01	2.44196629e-02	1.24355503e-01	8.23924178e+00	2.69758621e+02	0.00000000e+00
5.42829732e+01	1.95696574e-02	9.96571735e-02	8.24036434e+00	2.70738021e+02	0.00000000e+00
5.44793430e+01	2.10184080e-02	1.07034839e-01	8.24129832e+00	2.71717421e+02	0.00000000e+00
5.46757128e+01	2.36634833e-02	1.20504709e-01	8.24240301e+00	2.72696822e+02	0.00000000e+00
5.48720825e+01	2.29598517e-02	1.16921512e-01	8.24337049e+00	2.73676222e+02	0.00000000e+00
5.50684523e+01	2.72318321e-02	1.38676287e-01	8.24421795e+00	2.74655623e+02	0.00000000e+00
5.52648221e+01	2.72269788e-02	1.38651571e-01	8.24531492e+00	2.75635023e+02	0.00000000e+00
5.54611919e+01	2.14875651e-02	1.09423991e-01	8.24630437e+00	2.76614423e+02	0.00000000e+00
5.56575617e+01	2.54165419e-02	1.29432043e-01	8.24717077e+00	2.77593824e+02	0.00000000e+00
5.58539314e+01	2.71437063e-02	1.38227512e-01	8.24803152e+00	2.78573224e+02	0.00000000e+00
5.60503012e+01	2.50895679e-02	1.27766949e-01	8.24909728e+00	2.79552625e+02	0.00000000e+00
5.62466710e+01	2.65338750e-02	1.35121987e-01	8.25012145e+00	2.80532025e+02	0.00000000e+00
5.64430408e+01	2.51121939e-02	1.27882171e-01	8.25098408e+00	2.81511425e+02	0.00000000e+00
5.66394106e+01	2.38008079e-02	1.21204025e-01	8.25186448e+00	2.82490826e+02	0.00000000e+00
5.68357803e+01	2.74251304e-02	1.39660645e-01	8.25274386e+00	2.83470226e+02	0.00000000e+00
5.70321501e+01	2.84993373e-02	1.45130972e-01	8.25362345e+00	2.84449627e+02	0.00000000e+00
5.72285199e+01	2.61373770e-02	1.33102847e-01	8.25450375e+00	2.85429027e+02	0.00000000e+00
5.74248897e+01	2.57440221e-02	1.31099714e-01	8.25538254e+00	2.86408427e+02	0.00000000e+00
5.76212595e+01	2.42445354e-02	1.23463678e-01	8.25628141e+00	2.87387828e+02	0.00000000e+00
5.78176293e+01	2.33439661e-02	1.18877589e-01	8.25703896e+00	2.88367228e+02	0.00000000e+00
5.80139990e+01	2.63060964e-02	1.33962039e-01	8.25770140e+00	2.89346629e+02	0.00000000e+00
5.82103688e+01	2.68335759e-02	1.36648193e-01	8.25860625e+00	2.90326029e+02	0.00000000e+00
5.84067386e+01	2.56077915e-02	1.30405969e-01	8.25950044e+00	2.91305429e+02	0.00000000e+00
5.86031084e+01	2.51418929e-02	1.28033411e-01	8.26029239e+00	2.92284830e+02	0.00000000e+00
5.87994782e+01	2.70662438e-02	1.37833039e-01	8.26092253e+00	2.93264230e+02	0.00000000e+00
5.89958479e+01	2.41456437e-02	1.22960078e-01	8.26184183e+00	2.94243631e+02	0.00000000e+00
5.91922177e+01	2.55761227e-02	1.30244697e-01	8.26265350e+00	2.95223031e+02	0.00000000e+00
5.93885875e+01	3.03523150e-02	1.54567137e-01	8.26327302e+00	2.96202431e+02	0.00000000e+00
5.95849573e+01	2.73895911e-02	1.39479664e-01	8.26418424e+00	2.97181832e+02	0.00000000e+00
5.97813271e+01	2.55235707e-02	1.29977080e-01	8.26501592e+00	2.98161232e+02	0.00000000e+00
5.99776969e+01	2.78750486e-02	1.41951824e-01	8.26562593e+00	2.99140633e+02	0.00000000e+00
6.01740666e+01	2.87572782e-02	1.46444519e-01	8.26651444e+00	3.00120033e+02	0.00000000e+00
6.03704364e+01	2.29655824e-02	1.16950695e-01	8.26728674e+00	3.01099433e+02	0.00000000e+00
6.05668062e+01	2.40318465e-02	1.22380574e-01	8.26799799e+00	3.02078834e+02	0.00000000e+00
6.07631760e+01	2.70008853e-02	1.37500206e-01	8.26867625e+00	3.03058234e+02	0.00000000e+00
6.09595458e+01	2.79790701e-02	1.42481547e-01	8.26934710e+00	3.04037635e+02	0.00000000e+00
6.11559155e+01	2.37881446e-02	1.21139538e-01	8.27003328e+00	3.05017035e+02	0.00000000e+00
6.13522853e+01	2.46209122e-02	1.25380352e-01	8.27074060e+00	3.05996436e+02	0.00000000e+00
6.15486551e+01	2.57736477e-02	1.31250580e-01	8.27145602e+00	3.06975836e+02	0.00000000e+00
6.17450249e+01	2.88349383e-02	1.46839998e-01	8.27217129e+00	3.07955236e+02	0.00000000e+00
6.19413947e+01	2.81387915e-02	1.43294917e-01	8.27287836e+00	3.08934637e+02	0.00000000e+00
6.21377644e+01	2.76725167e-02	1.40920444e-01	8.27356983e+00	3.09914037e+02	0.00000000e+00
6.23341342e+01	2.58737240e-02	1.31760212e-01	8.27424453e+00	3.10893438e+02	0.00000000e+00
6.25305040e+01	2.51979076e-02	1.28318662e-01	8.27490702e+00	3.11872838e+02	0.00000000e+00
6.27268738e+01	2.76594744e-02	1.40854027e-01	8.27555744e+00	3.12852238e+02	0.00000000e+00
6.29232436e+01	2.79528586e-02	1.42348066e-01	8.27619581e+00	3.13831639e+02	0.00000000e+00
6.31196134e+01	2.54653492e-02	1.29680590e-01	8.27682152e+00	3.14811039e+02	0.00000000e+00
6.33159831e+01	2.35773418e-02	1.20066039e-01	8.27743232e+00	3.15790440e+02	0.00000000e+00
6.35123529e+01	2.57610154e-02	1.31186251e-01	8.27802748e+00	3.16769840e+02	0.00000000e+00
6.37087227e+01	2.81867410e-02	1.43539097e-01	8.27861264e+00	3.17749240e+02	0.00000000e+00
6.39050925e+01	2.95911901e-02	1.50691160e-01	8.27919428e+00	3.18728641e+02	0.00000000e+00
6.41014623e+01	2.64974638e-02	1.34936565e-01	8.27977824e+00	3.19708041e+02	0.00000000e+00
6.42978320e+01	2.60745037e-02	1.32782669e-01	8.28036726e+00	3.20687442e+02	0.00000000e+00
6.44942018e+01	2.50535919e-02	1.27583744e-01	8.28095717e+00	3.21666842e+02	0.00000000e+00
6.46905716e+01	2.57926989e-02	1.31347597e-01	8.28154747e+00	3.22646242e+02	0.00000000e+00
6.48869414e+01	2.48126479e-02	1.26356753e-01	8.28213822e+00	3.23625643e+02	0.00000000e+00
6.50833112e+01	2.50404730e-02	1.27516937e-01	8.28272946e+00	3.24605043e+02	0.00000000e+00
6.52796809e+01	2.27444861e-02	1.15824777e-01	8.28332319e+00	3.25584444e+02	0.00000000e+00
6.54760507e+01	2.52680862e-02	1.28676042e-01	8.28392324e+00	3.26563844e+02	0.00000000e+00
6.56724205e+01	2.79488098e-02	1.42327448e-01	8.28452357e+00	3.27543244e+02	0.00000000e+00
6.58687903e+01	3.05597065e-02	1.55623265e-01	8.28511721e+00	3.28522645e+02	0.00000000e+00
6.60651601e+01	3.01317916e-02	1.53444137e-01	8.28569695e+00	3.29502045e+02	0.00000000e+00
6.62615299e+01	2.50643182e-02	1.27638367e-01	8.28625712e+00	3.30481446e+02	0.00000000e+00
6.64578996e+01	2.67014510e-02	1.35975357e-01	8.28679892e+00	3.31460846e+02	0.00000000e+00
6.66542694e+01	2.83233888e-02	1.44234966e-01	8.28732817e+00	3.32440246e+02	0.00000000e+00
6.68506392e+01	3.00444492e-02	1.52999351e-01	8.28785215e+00	3.33419647e+02	0.00000000e+00
6.70470090e+01	3.06823803e-02	1.56247973e-01	8.28837686e+00	3.34399047e+02	0.00000000e+00
6.72433788e+01	2.65502142e-02	1.35205193e-01	8.28890871e+00	3.35378448e+02	0.00000000e+00
6.74397485e+01	2.70528864e-02	1.37765018e-01	8.28944918e+00	3.36357848e+02	0.00000000e+00
6.76361183e+01	2.85033514e-02	1.45151414e-01	8.28999181e+00	3.37337248e+02	0.00000000e+00
6.78324881e+01	2.69448182e-02	1.37214687e-01	8.29052927e+00	3.38316649e+02	0.00000000e+00
6.80288579e+01	2.51977395e-02	1.28317806e-01	8.29105413e+00	3.39296049e+02	0.00000000e+00
6.82252277e+01	2.58096394e-02	1.31433865e-01	8.29156029e+00	3.40275450e+02	0.00000000e+00
6.84215974e+01	2.48029956e-02	1.26307599e-01	8.29204682e+00	3.41254850e+02	0.00000000e+00
6.86179672e+01	2.84760683e-02	1.45012476e-01	8.29251981e+00	3.42234251e+02	0.00000000e+00
6.88143370e+01	2.79770853e-02	1.42471439e-01	8.29298578e+00	3.43213651e+02	0.00000000e+00
6.90107068e+01	2.69250565e-02	1.37114052e-01	8.29345141e+00	3.44193051e+02	0.00000000e+00
6.92070766e+01	2.98154595e-02	1.51833237e-01	8.29392286e+00	3.45172452e+02	0.00000000e+00
6.94034464e+01	2.69341946e-02	1.37160588e-01	8.29440348e+00	3.46151852e+02	0.00000000e+00
6.95998161e+01	2.86198568e-02	1.45744710e-01	8.29488791e+00	3.47131253e+02	0.00000000e+00
6.97961859e+01	3.18104388e-02	1.61992536e-01	8.29536860e+00	3.48110653e+02	0.00000000e+00
6.99925557e+01	3.20197562e-02	1.63058470e-01	8.29583826e+00	3.49090053e+02	0.00000000e+00
7.01889255e+01	3.18913566e-02	1.62404604e-01	8.29628950e+00	3.50069454e+02	0.00000000e+00
7.03852953e+01	3.18415970e-02	1.62151207e-01	8.29671547e+00	3.51048854e+02	0.00000000e+00
7.05816650e+01	2.94951451e-02	1.50202057e-01	8.29712315e+00	3.52028255e+02	0.00000000e+00
7.07780348e+01	2.95554124e-02	1.50508964e-01	8.29752536e+00	3.53007655e+02	0.00000000e+00
7.09744046e+01	3.03969882e-02	1.54794633e-01	8.29793441e+00	3.53987055e+02	0.00000000e+00
7.11707744e+01	3.22413068e-02	1.64186702e-01	8.29836250e+00	3.54966456e+02	0.00000000e+00
7.13671442e+01	3.40753977e-02	1.73526687e-01	8.29881972e+00	3.55945856e+02	0.00000000e+00
7.15635139e+01	3.58006548e-02	1.82312444e-01	8.29929997e+00	3.56925257e+02	0.00000000e+00
7.17598837e+01	3.62359200e-02	1.84529003e-01	8.29978884e+00	3.57904657e+02	0.00000000e+00
7.19562535e+01	3.40044597e-02	1.73165441e-01	8.30027202e+00	3.58884057e+02	0.00000000e+00
7.21526233e+01	3.50646209e-02	1.78564241e-01	8.30073586e+00	3.59863458e+02	0.00000000e+00
7.23489931e+01	3.32147713e-02	1.69144005e-01	8.30117800e+00	3.60842858e+02	0.00000000e+00
7.25453629e+01	3.28340352e-02	1.67205132e-01	8.30160843e+00	3.61822259e+02	0.00000000e+00
7.27417326e+01	2.98351756e-02	1.51933640e-01	8.30202706e+00	3.62801659e+02	0.00000000e+00
7.29381024e+01	3.03870311e-02	1.54743927e-01	8.30243306e+00	3.63781059e+02	0.00000000e+00
7.31344722e+01	3.65126322e-02	1.85938142e-01	8.30282568e+00	3.64760460e+02	0.00000000e+00
7.33308420e+01	3.37148947e-02	1.71690850e-01	8.30320002e+00	3.65739860e+02	0.00000000e+00
7.35272118e+01	3.10479467e-02	1.58109596e-01	8.30355291e+00	3.66719261e+02	0.00000000e+00
7.37235815e+01	2.95556775e-02	1.50510314e-01	8.30389696e+00	3.67698661e+02	0.00000000e+00
7.39199513e+01	3.22037104e-02	1.63995245e-01	8.30424430e+00	3.68678061e+02	0.00000000e+00
7.41163211e+01	3.30625748e-02	1.68368955e-01	8.30460678e+00	3.69657462e+02	0.00000000e+00
7.43126909e+01	3.17868305e-02	1.61872312e-01	8.30499597e+00	3.70636862e+02	0.00000000e+00
7.45090607e+01	3.25256938e-02	1.65634924e-01	8.30541230e+00	3.71616263e+02	0.00000000e+00
7.47054304e+01	3.68772325e-02	1.87794844e-01	8.30584215e+00	3.72595663e+02	0.00000000e+00
7.49018002e+01	3.94640727e-02	2.00968155e-01	8.30627003e+00	3.73575063e+02	0.00000000e+00
7.50981700e+01	3.88392898e-02	1.97786490e-01	8.30668158e+00	3.74554464e+02	0.00000000e+00
7.52945398e+01	3.88244614e-02	1.97710977e-01	8.30706730e+00	3.75533864e+02	0.00000000e+00
7.54909096e+01	4.04697535e-02	2.06089517e-01	8.30743236e+00	3.76513265e+02	0.00000000e+00
7.56872794e+01	4.36730106e-02	2.22401890e-01	8.30778564e+00	3.77492665e+02	0.00000000e+00
7.58836491e+01	3.92335872e-02	1.99794423e-01	8.30813370e+00	3.78472066e+02	0.00000000e+00
7.60800189e+01	4.31254432e-02	2.19613440e-01	8.30848288e+00	3.79451466e+02	0.00000000e+00
7.62763887e+01	4.24263832e-02	2.16053524e-01	8.30883939e+00	3.80430866e+02	0.00000000e+00
7.64727585e+01	4.28177018e-02	2.18046287e-01	8.30920484e+00	3.81410267e+02	0.00000000e+00
7.66691283e+01	4.36908190e-02	2.22492579e-01	8.30957216e+00	3.82389667e+02	0.00000000e+00
7.68654980e+01	4.34645398e-02	2.21340267e-01	8.30993354e+00	3.83369068e+02	0.00000000e+00
7.70618678e+01	4.76256692e-02	2.42530540e-01	8.31028155e+00	3.84348468e+02	0.00000000e+00
7.72582376e+01	4.52306949e-02	2.30334294e-01	8.31060892e+00	3.85327868e+02	0.00000000e+00
7.74546074e+01	4.43559926e-02	2.25879931e-01	8.31091114e+00	3.86307269e+02	0.00000000e+00
7.76509772e+01	4.67537253e-02	2.38090225e-01	8.31119865e+00	3.87286669e+02	0.00000000e+00
7.78473469e+01	4.56787561e-02	2.32616016e-01	8.31148389e+00	3.88266070e+02	0.00000000e+00
7.80437167e+01	4.40862160e-02	2.24506111e-01	8.31177895e+00	3.89245470e+02	0.00000000e+00
7.82400865e+01	4.50942190e-02	2.29639299e-01	8.31209599e+00	3.90224870e+02	0.00000000e+00
7.84364563e+01	4.68688947e-02	2.38676717e-01	8.31244372e+00	3.91204271e+02	0.00000000e+00
7.86328261e+01	4.66938388e-02	2.37785256e-01	8.31281118e+00	3.92183671e+02	0.00000000e+00
7.88291959e+01	4.84182724e-02	2.46566819e-01	8.31318337e+00	3.93163072e+02	0.00000000e+00
7.90255656e+01	4.92045198e-02	2.50570732e-01	8.31354539e+00	3.94142472e+02	0.00000000e+00
7.92219354e+01	4.91871494e-02	2.50482274e-01	8.31388328e+00	3.95121872e+02	0.00000000e+00
7.94183052e+01	4.79542965e-02	2.44204053e-01	8.31419672e+00	3.96101273e+02	0.00000000e+00
7.96146750e+01	4.86989062e-02	2.47995928e-01	8.31449553e+00	3.97080673e+02	0.00000000e+00
7.98110448e+01	4.90434188e-02	2.49750336e-01	8.31478629e+00	3.98060074e+02	0.00000000e+00
8.00074145e+01	4.86216355e-02	2.47602432e-01	8.31507519e+00	3.99039474e+02	0.00000000e+00
8.02037843e+01	4.92279947e-02	2.50690276e-01	8.31536813e+00	4.00018874e+02	0.00000000e+00
8.04001541e+01	4.95225621e-02	2.52190341e-01	8.31566505e+00	4.00998275e+02	0.00000000e+00
8.05965239e+01	4.90976440e-02	2.50026474e-01	8.31596235e+00	4.01977675e+02	0.00000000e+00
8.07928937e+01	5.03928129e-02	2.56622035e-01	8.31626005e+00	4.02957076e+02	0.00000000e+00
8.09892635e+01	4.82235246e-02	2.45575079e-01	8.31655816e+00	4.03936476e+02	0.00000000e+00
8.11856332e+01	5.02081320e-02	2.55681560e-01	8.31685670e+00	4.04915876e+02	0.00000000e+00
8.13820030e+01	5.05488524e-02	2.57416656e-01	8.31715995e+00	4.05895277e+02	0.00000000e+00
8.15783728e+01	5.04077207e-02	2.56697952e-01	8.31746877e+00	4.06874677e+02	0.00000000e+00
8.17747426e+01	5.15696671e-02	2.62615086e-01	8.31777537e+00	4.07854078e+02	0.00000000e+00
8.19711124e+01	5.07661905e-02	2.58523435e-01	8.31807215e+00	4.08833478e+02	0.00000000e+00
8.21674821e+01	5.13564103e-02	2.61529090e-01	8.31835189e+00	4.09812878e+02	0.00000000e+00
8.23638519e+01	5.18072573e-02	2.63824999e-01	8.31860738e+00	4.10792279e+02	0.00000000e+00
8.25602217e+01	5.09596433e-02	2.59508581e-01	8.31884207e+00	4.11771679e+02	0.00000000e+00
8.27565915e+01	5.04370874e-02	2.56847500e-01	8.31906822e+00	4.12751080e+02	0.00000000e+00
8.29529613e+01	5.10417338e-02	2.59926622e-01	8.31929779e+00	4.13730480e+02	0.00000000e+00
8.31493310e+01	5.12319619e-02	2.60895346e-01	8.31954265e+00	4.14709881e+02	0.00000000e+00
8.33457008e+01	5.16177429e-02	2.62859909e-01	8.31981498e+00	4.15689281e+02	0.00000000e+00
8.35420706e+01	5.03464457e-02	2.56385913e-01	8.32011507e+00	4.16668681e+02	0.00000000e+00
8.37384404e+01	5.26994528e-02	2.68368445e-01	8.32042806e+00	4.17648082e+02	0.00000000e+00
8.39348102e+01	5.15963724e-02	2.62751081e-01	8.32073850e+00	4.18627482e+02	0.00000000e+00
8.41311800e+01	5.27150992e-02	2.68448123e-01	8.32103160e+00	4.19606883e+02	0.00000000e+00
8.43275497e+01	5.21954179e-02	2.65801681e-01	8.32129652e+00	4.20586283e+02	0.00000000e+00
8.45239195e+01	5.20776621e-02	2.65202017e-01	8.32154284e+00	4.21565683e+02	0.00000000e+00
8.47202893e+01	5.21714616e-02	2.65679685e-01	8.32177790e+00	4.22545084e+02	0.00000000e+00
8.49166591e+01	5.34638404e-02	2.72261038e-01	8.32200812e+00	4.23524484e+02	0.00000000e+00
8.51130289e+01	5.20645838e-02	2.65135417e-01	8.32223943e+00	4.24503885e+02	0.00000000e+00
8.53093986e+01	5.21135896e-02	2.65384976e-01	8.32247627e+00	4.25483285e+02	0.00000000e+00
8.55057684e+01	5.38323518e-02	2.74137657e-01	8.32271459e+00	4.26462685e+02	0.00000000e+00
8.57021382e+01	5.28781149e-02	2.69278270e-01	8.32295317e+00	4.27442086e+02	0.00000000e+00
8.58985080e+01	5.51632193e-02	2.80915011e-01	8.32319191e+00	4.28421486e+02	0.00000000e+00
8.60948778e+01	5.29349321e-02	2.69567607e-01	8.32343070e+00	4.29400887e+02	0.00000000e+00
8.62912475e+01	5.20216017e-02	2.64916533e-01	8.32366945e+00	4.30380287e+02	0.00000000e+00
8.64876173e+01	5.36728046e-02	2.73325174e-01	8.32390814e+00	4.31359687e+02	0.00000000e+00
8.66839871e+01	5.42308079e-02	2.76166768e-01	8.32414678e+00	4.32339088e+02	0.00000000e+00
8.68803569e+01	5.41115292e-02	2.75559349e-01	8.32438540e+00	4.33318488e+02	0.00000000e+00
8.70767267e+01	5.48357434e-02	2.79247362e-01	8.32462402e+00	4.34297889e+02	0.00000000e+00
8.72730965e+01	5.47194164e-02	2.78654974e-01	8.32486265e+00	4.35277289e+02	0.00000000e+00
8.74694662e+01	5.53669082e-02	2.81952283e-01	8.32510135e+00	4.36256689e+02	0.00000000e+00
8.76658360e+01	5.61940424e-02	2.86164409e-01	8.32534010e+00	4.37236090e+02	0.00000000e+00
8.78622058e+01	5.37572916e-02	2.73755418e-01	8.32557886e+00	4.38215490e+02	0.00000000e+00
8.80585756e+01	5.53861527e-02	2.82050285e-01	8.32581758e+00	4.39194891e+02	0.00000000e+00
8.82549454e+01	5.56422656e-02	2.83354522e-01	8.32605622e+00	4.40174291e+02	0.00000000e+00
8.84513151e+01	5.58653518e-02	2.84490574e-01	8.32629480e+00	4.41153691e+02	0.00000000e+00
8.86476849e+01	5.60532347e-02	2.85447355e-01	8.32653341e+00	4.42133092e+02	0.00000000e+00
8.88440547e+01	5.57294010e-02	2.83798254e-01	8.32677213e+00	4.43112492e+02	0.00000000e+00
8.90404245e+01	5.31657837e-02	2.70743204e-01	8.32701104e+00	4.44091893e+02	0.00000000e+00
8.92367943e+01	5.34001885e-02	2.71936894e-01	8.32725026e+00	4.45071293e+02	0.00000000e+00
8.94331640e+01	5.59901901e-02	2.85126305e-01	8.32749557e+00	4.46050694e+02	0.00000000e+00
8.96295338e+01	5.62538172e-02	2.86468808e-01	8.32774555e+00	4.47030094e+02	0.00000000e+00
8.98259036e+01	5.61201548e-02	2.85788141e-01	8.32799224e+00	4.48009494e+02	0.00000000e+00
9.00222734e+01	5.63742540e-02	2.87082124e-01	8.32822796e+00	4.48988895e+02	0.00000000e+00
9.02186432e+01	5.60397959e-02	2.85378919e-01	8.32844544e+00	4.49968295e+02	0.00000000e+00
9.04150130e+01	5.56310856e-02	2.83297589e-01	8.32864202e+00	4.50947696e+02	0.00000000e+00
9.06113827e+01	5.72898754e-02	2.91744865e-01	8.32882409e+00	4.51927096e+02	0.00000000e+00
9.08077525e+01	5.47690419e-02	2.78907689e-01	8.32899768e+00	4.52906496e+02	0.00000000e+00
9.10041223e+01	5.48057972e-02	2.79094863e-01	8.32916867e+00	4.53885897e+02	0.00000000e+00
9.12004921e+01	5.62740084e-02	2.86571631e-01	8.32934259e+00	4.54865297e+02	0.00000000e+00
9.13968619e+01	5.54842752e-02	2.82549967e-01	8.32951778e+00	4.55844698e+02	0.00000000e+00
9.15932316e+01	5.58543990e-02	2.84434797e-01	8.32968878e+00	4.56824098e+02	0.00000000e+00
9.17896014e+01	5.62710855e-02	2.86556746e-01	8.32986105e+00	4.57803498e+02	0.00000000e+00
9.19859712e+01	5.60791215e-02	2.85579182e-01	8.33004049e+00	4.58782899e+02	0.00000000e+00
9.21823410e+01	5.62487346e-02	2.86442925e-01	8.33023284e+00	4.59762299e+02	0.00000000e+00
9.23787108e+01	5.66299834e-02	2.88384410e-01	8.33044803e+00	4.60741700e+02	0.00000000e+00
9.25750805e+01	5.75670022e-02	2.93156115e-01	8.33069039e+00	4.61721100e+02	0.00000000e+00
9.27714503e+01	5.76614391e-02	2.93637029e-01	8.33094504e+00	4.62700500e+02	0.00000000e+00
9.29678201e+01	5.68132085e-02	2.89317471e-01	8.33119608e+00	4.63679901e+02	0.00000000e+00
9.31641899e+01	5.84056113e-02	2.97426676e-01	8.33142821e+00	4.64659301e+02	0.00000000e+00
9.33605597e+01	5.77914950e-02	2.94299330e-01	8.33163202e+00	4.65638702e+02	0.00000000e+00
9.35569295e+01	5.62825455e-02	2.86615105e-01	8.33181811e+00	4.66618102e+02	0.00000000e+00
9.37532992e+01	5.78557378e-02	2.94626482e-01	8.33199370e+00	4.67597502e+02	0.00000000e+00
9.39496690e+01	5.74814949e-02	2.92720675e-01	8.33216496e+00	4.68576903e+02	0.00000000e+00
9.41460388e+01	5.69878948e-02	2.90207050e-01	8.33233757e+00	4.69556303e+02	0.00000000e+00
9.43424086e+01	5.68031278e-02	2.89266136e-01	8.33251557e+00	4.70535704e+02	0.00000000e+00
9.45387784e+01	5.84063971e-02	2.97430678e-01	8.33269474e+00	4.71515104e+02	0.00000000e+00
9.47351481e+01	5.85158332e-02	2.97987973e-01	8.33287411e+00	4.72494504e+02	0.00000000e+00
9.49315179e+01	5.79728871e-02	2.95223057e-01	8.33305360e+00	4.73473905e+02	0.00000000e+00
9.51278877e+01	5.73299545e-02	2.91948966e-01	8.33323313e+00	4.74453305e+02	0.00000000e+00
9.53242575e+01	5.85769549e-02	2.98299232e-01	8.33341264e+00	4.75432706e+02	0.00000000e+00
9.55206273e+01	5.49520936e-02	2.79839867e-01	8.33359211e+00	4.76412106e+02	0.00000000e+00
9.57169970e+01	5.52064766e-02	2.81135296e-01	8.33377155e+00	4.77391506e+02	0.00000000e+00
9.59133668e+01	5.77161118e-02	2.93915446e-01	8.33395094e+00	4.78370907e+02	0.00000000e+00
9.61097366e+01	5.74027404e-02	2.92319623e-01	8.33413027e+00	4.79350307e+02	0.00000000e+00
9.63061064e+01	5.74997012e-02	2.92813389e-01	8.33430952e+00	4.80329708e+02	0.00000000e+00
9.65024762e+01	5.84148739e-02	2.97473845e-01	8.33448873e+00	4.81309108e+02	0.00000000e+00
9.66988460e+01	5.86397748e-02	2.98619138e-01	8.33466799e+00	4.82288509e+02	0.00000000e+00
9.68952157e+01	5.80839289e-02	2.95788530e-01	8.33484738e+00	4.83267909e+02	0.00000000e+00
9.70915855e+01	5.77290575e-02	2.93981371e-01	8.33502700e+00	4.84247309e+02	0.00000000e+00
9.72879553e+01	5.88598784e-02	2.99740001e-01	8.33520733e+00	4.85226710e+02	0.00000000e+00
9.74843251e+01	5.85635093e-02	2.98230761e-01	8.33539511e+00	4.86206110e+02	0.00000000e+00
9.76806949e+01	5.78601672e-02	2.94649038e-01	8.33558647e+00	4.87185511e+02	0.00000000e+00
9.78770646e+01	5.80495399e-02	2.95613406e-01	8.33577306e+00	4.88164911e+02	0.00000000e+00
9.80734344e+01	5.89859854e-02	3.00382192e-01	8.33594637e+00	4.89144311e+02	0.00000000e+00
9.82698042e+01	5.82967037e-02	2.96872071e-01	8.33609911e+00	4.90123712e+02	0.00000000e+00
9.84661740e+01	5.64825029e-02	2.87633375e-01	8.33622768e+00	4.91103112e+02	0.00000000e+00
9.86625438e+01	5.74273633e-02	2.92445013e-01	8.33634050e+00	4.92082513e+02	0.00000000e+00
9.88589135e+01	5.75259162e-02	2.92946887e-01	8.33644899e+00	4.93061913e+02	0.00000000e+00
9.90552833e+01	5.66456884e-02	2.88464386e-01	8.33656385e+00	4.94041313e+02	0.00000000e+00
9.92516531e+01	5.61124484e-02	2.85748897e-01	8.33669563e+00	4.95020714e+02	0.00000000e+00
9.94480229e+01	5.70854063e-02	2.90703620e-01	8.33685441e+00	4.96000114e+02	0.00000000e+00
9.96443927e+01	5.81604475e-02	2.96178196e-01	8.33703524e+00	4.96979515e+02	0.00000000e+00
9.98407625e+01	5.84285427e-02	2.97543452e-01	8.33722648e+00	4.97958915e+02	0.00000000e+00
1.00037132e+02	5.86902587e-02	2.98876224e-01	8.33741679e+00	4.98938315e+02	0.00000000e+00
1.00233502e+02	5.91545946e-02	3.01240824e-01	8.33759494e+00	4.99917716e+02	0.00000000e+00
1.00429872e+02	5.88866336e-02	2.99876250e-01	8.33775862e+00	5.00897116e+02	0.00000000e+00
1.00626242e+02	5.80784890e-02	2.95760827e-01	8.33791648e+00	5.01876517e+02	0.00000000e+00
